source_file,source_fileId,sample_id,drillhole_id,depth_from_m,depth_to_m,depth_m,sample_type,rock_name,rock_name_original,texture,minerals,alteration,opaque_minerals,description_summary,analyst_or_lab,report_date
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,46369,,,,,polished thin section (drill-core sample; hole/depth not stated),Andesite tuff,Андезитын туф,"Litho-crystalloclastic; matrix microlitic; massive; ore disseminated, spotted",Plagioclase:60-65; Hornblende:10-15; Biotite:3-5; Volcanic glass:15-20; Pyrite:<1; Chalcopyrite:<1; Rutile:1-2; Zircon:accessory; Apatite:accessory,"Hornblende partly carbonate-tremolite-chlorite; glass partly chlorite-epidote; epidote-zoisite, carbonate secondary",Euhedral pyrite 0.3 mm grains and clusters to 1.6 mm; chalcopyrite disseminations to 0.2 mm; no mutual spatial relations; secondary rutile,Crystal-lithic andesite tuff (andesite and dacite clasts 45-50%) with sparse disseminated pyrite-chalcopyrite.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg, B.Enkhjargal",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,41582,,,,,polished thin section (drill-core sample; hole/depth not stated),Altered quartz diorite,Хувирсан кварцат диорит,"Relict hypidiomorphic; massive, weakly brecciated",Hornblende:40-45; Plagioclase:45-50; Quartz (primary+secondary):5-10; Ore minerals:2-3; Carbonate (secondary):; Chlorite (secondary):,Very strong carbonatisation; plagioclase weakly sericitized; amphibole fully chlorite-carbonate pseudomorphed; secondary quartz-carbonate fills brecciated interstices,Accessory ore grains with altered hornblende; apatite accessory,Strongly carbonatised quartz diorite with pseudomorphed amphibole; near-barren.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,43664,,,,,polished thin section (drill-core sample; hole/depth not stated),Metasomatically strongly altered andesidacite,Метасоматоз хувиралд хүчтэй орсон андезидацит,"Blastoporphyritic, lepidogranoblastic; massive, porous",Epidote:35-40; Chlorite:35-40; Quartz+plagioclase:10-15; Sericite:10-15; Ore minerals:2-3,Near-total metasomatic replacement: epidote pseudomorphs after amphibole/biotite phenocrysts; quartz-epidote false amygdules; sericite-chlorite groundmass,Accessory only (2-3%),Andesidacite converted to an epidote-chlorite-sericite-quartz metasomatite; ore minerals accessory.,"MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
"Report_ABM 2025.09.09 final.pdf (MUST lab, 22 samples, SEM-EDX)",1el3ET8WvDjbohD0oJyQJ1CU4Lo7h-0-Z,43570,,,,,polished thin section (drill-core sample; hole/depth not stated),Plagioclase-quartz-calcite metasomatite,Плагиоклаз-кварц-кальцитын метасоматит,"Relict granitic, metasomatic; weakly schistose",Quartz:50-55; Calcite:15-20; Feldspar:10-15; Biotite:5; Ore minerals:2-3; Apatite:accessory; Fluorite:<1,Silicification (quartz lenses/clots); cataclasis with 0.5 mm quartz-carbonate veins (weak breccia); sericite,Cubic and irregular ore grains 0.1-0.5 mm with carbonate veinlets and scattered; fluorite noted in vein cement,"Silicified, carbonated cataclastic metasomatite over probable granitic protolith; minor disseminated ore and trace fluorite.","MUST (ШУТИС) Mineral Resource Research professor team — B.Enkhjargal (PhD), T.Oyunchimeg (PhD), N.Bolorchimeg (PhD), B.Altanzul (PhD); client: Ragnarok Investment LLC | T.Oyunchimeg",2025-09-09
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-111.5 (45616),BS001,,,111.5,polished thin section (ӨТШ),Altered diorite porphyry,Хувирсан диорит порфир,"Porphyritic; groundmass micro-prismatic granular, partly subophitic; massive",Altered plagioclase:75-80; Altered hornblende:20-25; Pyrite:few; Goethite:few; Hydrogoethite:few,"Sericite, pelite, quartz, actinolite; epigenetic quartz and carbonate veinlets 0.03-1.0 mm; hornblende partly silicified",Pyrite-goethite-hydrogoethite paragenesis; disseminated pyrite/goethite 0.02-0.1 mm plus dust-like pyrite micro-lenses; hydrogoethite hairline veinlets along fractures,Field: andesite. Diorite porphyry with 20-25% micro-phenocrysts of altered plagioclase and blue-green hornblende in a micro-prismatic groundmass; weak pyrite + iron-oxide mineralisation. (Report summary lists this sample as 45621; the per-sample header reads 45616.),,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-195.3 (45625),BS001,,,195.3,polished thin section (ӨТШ),Altered medium- to fine-grained hornblende gabbrodiorite,Хувирсан дунд жижиг ширхэгтэй эвэрхуурмагт габбродиорит,"Porphyritic tendency; subophitic, locally prismatic granular to poikilo-ophitic; massive",Altered plagioclase:65-70; Altered hornblende:25-30; Biotite:1-2; Pyrite:3-5; Ilmenite:0.5; Titanite:few,Weak sericite-pelite on plagioclase; hornblende margins to actinolite; leucoxene,Ilmenite-pyrite paragenesis; ilmenite micro-disseminations with hornblende; euhedral pyrite 0.1-0.5 mm as disseminations and micro-lenses,Field: dolerite. Fresh-ish hornblende gabbrodiorite with even pyrite dissemination.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-281.2 (45632),BS001,,,281.2,polished thin section (ӨТШ),Altered gabbrodiorite porphyry,Хувирсан габбродиорит порфир,"Porphyritic; groundmass micro-prismatic granular, partly subophitic; massive",Altered plagioclase:55-60; Altered hornblende:30-35; Biotite:1-3; Pyrite:3-5; Magnetite:0.2-0.5; Hematite:few; Ilmenite:few; Titanite:few,"Sericite, pelite, chlorite, actinolite, carbonate; epigenetic carbonate veinlets 0.05-1.5 mm plus quartz-chlorite lenses","Magnetite/ilmenite-hematite-pyrite paragenesis; magnetite micro-disseminations with hornblende, weakly martitized; pyrite 0.1-1.0 mm mostly within chlorite-carbonate lenses and veinlets",Field: gabbro/gabbrodiorite. Gabbrodiorite porphyry (phenocrysts 20-25%) with pyrite in late carbonate veins.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-284.2 (45634),BS001,,,284.2,polished thin section (ӨТШ),Altered gabbrodiorite porphyry,Хувирсан габбродиорит порфир,"Porphyritic; groundmass micro-prismatic granular, partly subophitic; massive",Altered plagioclase:70-75; Altered hornblende:25-30; Mon. pyroxene:few; Biotite:1-3; Pyrite:3-5; Ilmenite+magnetite:0.2-0.5; Titanite:few; Carbonate (epigenetic):3-5; Quartz (epigenetic):few,"Sericite, pelite, chlorite; carbonate-chlorite veinlets cutting pyroxene",Titanite-ilmenite-pyrite paragenesis; skeletal (cage-like) ilmenite intergrowths with hornblende; pyrite 0.02-0.6 mm disseminated with mafics plus micro-lenses in carbonate-quartz veins,Same as BS001-281.2 with rare fresh mon.pyroxene phenocrysts; even pyrite dissemination.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-287 (45635),BS001,,,287.0,polished thin section (ӨТШ),Altered diorite porphyry,Хувирсан диорит порфир,"Porphyritic; groundmass micro-prismatic granular, locally subophitic; massive",Altered plagioclase:70-75; Altered biotite:10-15; Altered hornblende:3-5; Pyrite:0.5-1.0; Ilmenite:1-3; Titanite:few; Apatite:few,"Sericite, pelite, chlorite, actinolite, carbonate; mafic phenocrysts fully carbonate-bearing chlorite pseudomorphs (after hornblende and biotite); epigenetic carbonate veinlets 0.05-0.2 mm",Titanite-ilmenite-pyrite paragenesis; magmatic skeletal ilmenite disseminated with altered mafics; pyrite 0.02-0.3 mm disseminations (with mafics) and micro-lenses in carbonate lenses,Field: gabbro. Diorite porphyry with chlorite-pseudomorphed mafic phenocrysts; weak pyrite-ilmenite mineralisation.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-443 (45656),BS001,,,443.0,polished thin section (ӨТШ),"Carbonatised, silicified altered gabbrodiorite porphyry","Карбонатчлагдаж, цахиуржсан хувирсан габбродиорит порфир","Porphyritic; groundmass micro-prismatic granular, partly subophitic; massive",Altered plagioclase:70-75; Altered hornblende:20-25; Pyrite:1-3; Ilmenite:0.5; Titanite:few; Apatite:few; Chalcopyrite:single grains; Carbonate (epigenetic):5; Quartz (epigenetic):1-3; Chlorite (epigenetic):1-2,"Carbonatisation and silicification: quartz-carbonate(-pyrite) lenses/veinlets 0.05-0.4 mm; sericite, pelite, chlorite, actinolite",Titanite-ilmenite-pyrite paragenesis; pyrite 0.02-0.6 mm disseminated and as 0.2-0.5 mm veinlets with quartz-carbonate veins; rare chalcopyrite micrograins 0.03-0.1 mm,Field: dacite. Quartz-pyrite veined gabbrodiorite porphyry; weak Cu (single chalcopyrite grains).,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-460.3 (45659),BS001,,,460.3,polished thin section (ӨТШ),Strongly altered gabbrodiorite porphyry,Хүчтэй хувирсан габбродиорит порфир,"Porphyritic; groundmass micro-prismatic granular, subophitic, partly micronematolepidoblastic; massive",Altered plagioclase:65-70; Altered hornblende:20-25; Biotite:3-5; Pyrite:1; Ilmenite+magnetite:0.5-1; Titanite:few; Chalcopyrite:few,"Sericite, pelite, chlorite, actinolite; epigenetic carbonate, quartz, chlorite, actinolite, muscovite veinlets 0.05-0.1 mm; biotite-chlorite aggregates replacing hornblende",Titanite-ilmenite-chalcopyrite-pyrite paragenesis; pyrite 0.02-0.5 mm intergrown with altered hornblende and chloritized biotite; chalcopyrite 0.05-0.2 mm replaced by pyrite; biotite-chlorite+chalcopyrite-pyrite micro-lenses,"Field: gabbrodiorite (alkalic gabbro). Strongly altered porphyry; chemistry plots as alkalic gabbrodiorite on TAS, attributed to K-bearing biotite/muscovite; chalcopyrite-pyrite lenses with biotite-chlorite.",,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-483.5 (45663),BS001,,,483.5,polished thin section (ӨТШ),Altered diorite porphyry,Хувирсан диорит порфир,Porphyritic; groundmass micro-prismatic granular; massive,Altered plagioclase:75-80; Altered hornblende:15-20; Pyrite:few; Magnetite:1-3; Titanite:few,"Sericite, epidote, pelite, actinolite; hornblende to radiating actinolite micronematoblastic aggregates; epigenetic quartz-amphibole-epidote veinlets 0.05-2.5 mm",Titanite-magnetite-pyrite paragenesis; magnetite micro-disseminations 0.01-0.1 mm with titanite and actinolitized hornblende; pyrite 0.02-0.3 mm disseminations,Field: gabbrodiorite (diorite). Diorite porphyry with actinolitized hornblende; oxide-dominant weak mineralisation.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-501.2 (45675),BS001,,,501.2,polished thin section (ӨТШ),Altered (actinolitized) gabbrodiorite porphyry,Хувирсан (актинолитжсан) габбродиорит порфир,"Porphyritic; groundmass micro-prismatic granular, partly subophitic; massive",Altered plagioclase:70-75; Altered hornblende:25-30; Altered biotite:few; Pyrite:0.5-1.0; Magnetite:1-2; Titanite:few; Chalcopyrite:single grains; Quartz+carbonate (epigenetic):3-5,"Actinolitization (hornblende and plagioclase both replaced by acicular actinolite aggregates); sericite, carbonate, epidote; carbonate-quartz veinlets 0.05-1.0 mm",Titanite-magnetite-chalcopyrite-pyrite paragenesis; magnetite 0.01-0.2 mm with titanite and actinolitized hornblende; pyrite 0.02-0.3 mm; single chalcopyrite micrograins 0.02-0.1 mm inside pyrite-rich lens patches,Field: gabbrodiorite (gabbro). Actinolitized porphyry with weak magnetite-pyrite(-chalcopyrite) dissemination.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-510.2 (45681),BS001,,,510.2,polished thin section (ӨТШ),Altered (strongly actinolitized) gabbrodiorite porphyry,Хувирсан (хүчтэй актинолитжсан) габбродиорит порфир,"Porphyritic; groundmass micro-prismatic granular, occasionally subophitic; massive",Altered plagioclase:75-80; Altered hornblende:25-30; Pyrite:0.5; Magnetite:0.5-1.0; Titanite:few; Chalcopyrite:few; Quartz+epidote (epigenetic):20-25,"Strong actinolitization (acicular actinolite nematoblastic aggregate ~40% of rock, after both hornblende and plagioclase); sericite, chlorite, epidote (relatively abundant); quartz-epidote veinlets 0.05-2.0 mm",Titanite-magnetite-pyrite paragenesis; magnetite 0.01-0.2 mm titanite-rimmed; pyrite 0.02-0.3 mm; chalcopyrite micro-clusters 0.01-0.1 mm inside fine pyrite,Like BS001-501.2 but more intensely actinolitized and epidotized; weak sulfide-oxide mineralisation.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-380.5 (45652),BS001,,,380.5,polished thin section (ӨТШ),"Silicified, pyritized silty argillite","Цахиуржиж, пиритжсэн алевритлаг аргиллит","Blastoaleuropelitic; matrix cryptolepidoblastic; weakly schistose, lenticular, banded",Clayey-micaceous aggregate:80-85; Silt/sand relict fragments:3-5; Microdiorite fragments/lenses:1-3; Quartz (epigenetic):5-8; Carbonate (epigenetic):1-3; Pyrite:5-8; Goethite:few,Silicification; quartz-carbonate lenses/veinlets 0.1-2.0 mm; quartz-sericite bands 1-2 mm with pyrite; XRD suggested for the cryptocrystalline clay-mica aggregate,Pyrite-goethite paragenesis; pyrite lenses/veins 0.1-1.5 mm within quartz-carbonate veinlets and in quartz-sericite bands; single goethite grains,Field: siltstone. Cryptolepidoblastic clay-sericite argillite with albite/microdiorite chips (possible xenoliths); pyritization tied to late quartz-carbonate.,,
BayanSair_Drilling Sample Petrography_12 Sample.docx,1XSM2M96NX3-UdzGe8csb3RF95jqecbOD,BS001-380.8 (45652/45653),BS001,,,380.8,polished thin section (ӨТШ),"Silicified, carbonatised, pyritized silty argillite (phyllite)","Цахиуржиж, карбонатчлагдаж, пиритжсэн алевритлаг аргиллит (филлит)","Blastoaleuropelitic; matrix cryptolepidoblastic; weakly schistose, lenticular, banded",Clayey-siliceous-sericite aggregate:80-85; Silt/sand relict fragments:1-3; Microdiorite fragments/lenses:1-3; Quartz (epigenetic):5-8; Carbonate (epigenetic):1-3; Pyrite:8-10; Pyrrhotite?:few; Goethite:few,Strong silicification and carbonatisation; carbonate-quartz lenses/veins 0.05-5 mm; strongly pyritized sericite-quartz bands 1-3 mm,"Pyrite dominant: veinlets of 0.1-0.3 mm grains plus standalone lenses/veins 5-8 mm wide, locally intergrown with muscovite; sparse pyrrhotite within pyrite lenses","Like BS001-380.5 but more strongly veined and pyritized. Lab number printed as 45652 for both 380.5 and 380.8 (report summary lists 45652, 45653 — likely 45653 here).",,
MS3_Outcrop Sample_Петрографи-минераграфи 4ш.docx,1pdeSCucBLmStH5nrRrOUaMwXzr_KpQK-,46811,,,,,"polished thin section (ӨТШ), outcrop sample (MS3)",Fine-grained pyroxene-hornblende gabbrodiorite,Жижиг ширхэгтэй пироксен-эвэрхуурмагт габбродиорит,"Ophitic, subophitic, locally poikilo-ophitic; massive",Altered plagioclase:65-70; Mon. pyroxene:10-15; Hornblende:10-15; Biotite:1-2; Pyrite:few; Magnetite:3-5; Ilmenite:0.5; Hematite:0.5; Goethite:few,"Sericite (plagioclase cores), actinolite, chlorite, carbonate","Magnetite/ilmenite-hematite-pyrite-goethite paragenesis; magnetite dominant, even disseminations 0.02-0.2 mm with pyroxene/hornblende, ~10-15% martitized to hematite; sparse pyrite 0.01-0.1 mm; rare goethite grains/veinlets","Field: gabbrodiorite. Subophitic gabbrodiorite of zoned plagioclase, fresh mon.pyroxene and pale-green hornblende; oxide-dominated accessory mineralisation.",,
MS3_Outcrop Sample_Петрографи-минераграфи 4ш.docx,1pdeSCucBLmStH5nrRrOUaMwXzr_KpQK-,46810,,,,,"polished thin section (ӨТШ), outcrop sample (MS3)",Altered gabbrodiorite porphyry,Хувирсан габбродиорит-порфир,"Porphyritic; groundmass subophitic, locally poikilo-ophitic; massive",Altered plagioclase:65-70; Mon. pyroxene:15-20; Hornblende:8-10; Biotite:5-8; Pyrite:few; Magnetite:2-3; Hematite:few; Ilmenite:few; Goethite:0.5; Apatite:single grains,Sericite; hornblende strongly actinolitized; biotite chloritized; weak hydrogoethite staining along fractures,"Magnetite-hematite-pyrite-goethite paragenesis; magnetite/ilmenite disseminations 0.02-0.2 mm with mafics, 15-20% martitized; zoned goethite grains 0.05-0.2 mm containing pyrite relicts",Field: oxidized gabbro? Porphyritic gabbrodiorite (plagioclase phenocrysts 10-15%) with weakly oxidised magnetite-dominated accessory mineralisation; pyrite preserved as relicts in goethite.,,
MS3_Outcrop Sample_Петрографи-минераграфи 4ш.docx,1pdeSCucBLmStH5nrRrOUaMwXzr_KpQK-,46808,,,,,"polished thin section (ӨТШ), outcrop sample (MS3)",Fine- to medium-grained pyroxene-hornblende gabbrodiorite,Жижиг дунд ширхэгтэй пироксен-эвэрхуурмагт габбродиорит,"Ophitic, subophitic, locally poikilo-ophitic; massive",Altered plagioclase:65-70; Mon. pyroxene:15-20; Hornblende:8-10; Biotite:5-8; Magnetite:3-5; Hematite:few; Goethite:few; Pyrite:single grains; Hydrogoethite:few,Sericite with earthy epidote in plagioclase cores; hornblende strongly actinolitized; biotite partly to fully chlorite pseudomorphed with hydrogoethite along cleavage,"Magnetite-hematite-pyrite-goethite-hydrogoethite paragenesis; magnetite disseminations 0.05-0.2 mm slightly martitized; goethite replacing magnetite, hosting single pyrite relicts; very weak oxidation overall",Field: oxidized gabbro? Subophitic gabbrodiorite very similar to 46811/46810; weakly oxidised oxide-dominant mineralisation.,,
